Station,Occurrences,Latitude,Longitude
Colfax Ave & 83rd St,4,41.74,-87.56
Kedvale Ave & Addison St,2,41.95,-87.73
Lafayette Ave & 87th St - SW,12,41.74,-87.63
Buffalo Ave & 89th St,5,41.73,-87.54
California Ave & Touhy Ave - NW,6,42.01,-87.7
Al Raby School,2,41.89,-87.71
Sangamon St & 79th St,4,41.75,-87.65
Neva Ave & Grand Ave,27,41.92,-87.81
Albany Ave & 63rd St,20,41.78,-87.7
Kedvale Ave & 63rd St,8,41.78,-87.73
Cottage Grove Ave & 98th St,12,41.72,-87.6
Commercial Ave & 89th St,11,41.73,-87.55
Pulaski Rd & Armitage Ave,17,41.92,-87.73
Kostner Ave & North Ave,6,41.91,-87.74
Emerald Ave & 45th St,4,41.81,-87.64
Lafayette Ave & 95th St,92,41.72,-87.62
Menard Ave & Belmont Ave,1,41.94,-87.77
Marshfield Ave & 45th St,7,41.81,-87.67
Lawndale Ave & Diversey Ave,24,41.93,-87.72
Racine Ave & 109th Pl,81,41.69,-87.65
Kimball Ave & Carmen Ave,11,41.97,-87.71
WestChi,6,41.9347465,-87.78435566666667
Emerald Ave & 43rd St,11,41.82,-87.64
Bissell St & Armitage Ave,2899,41.917988666666666,-87.65211083333334
63rd & Western Ave - north corner,11,41.78,-87.68
Elizabeth (May) St & Fulton St,3083,41.886553666666664,-87.65843466666666
Public Rack - Kedvale Ave & Avondale Ave,50,41.95,-87.73
Public Rack - Woodlawn Ave & 63rd St - NE,134,41.78,-87.6
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,11,41.98,-87.71
111th St - Morgan Park Metra,10,41.69,-87.67
Kedzie Ave & Archer Ave,20,41.81,-87.7
Christiana Ave & Archer Ave,70,41.81,-87.71
Spaulding Ave & North Ave,15,41.91,-87.71
Avondale Ave & Addison St,4,41.95,-87.72
Milwaukee Ave & Addison St,19,41.95,-87.74
Broadway & Wilson - Truman College Vaccination Site,6572,41.965221,-87.658139
Kolin Ave & Archer Ave,17,41.8,-87.73
Latrobe Ave & Lake St,3,41.89,-87.76
Parnell Ave & 119th St,3,41.68,-87.63
Menard Ave & Madison St,6,41.88,-87.77
Cicero Ave & Altgeld St,5,41.93,-87.75
Oleander Ave & Addison St,5,41.95,-87.82
Cicero Ave & Wrightwood Ave,36,41.93,-87.75
Avenue L & 114th St,13,41.69,-87.54
Wentworth Ave & 104th St,35,41.705307996998194,-87.62921690940857
Maryland Ave & 87th ST,4,41.74,-87.6
Wood St & 103rd St,20,41.71,-87.67
Milwaukee Ave & School St,9,41.94,-87.73
Kilbourn Ave & Fullerton Ave,7,41.92,-87.74
Keeler Ave & 55th St,3,41.79,-87.73
Narragansett Ave & Fullerton Ave,5,41.92,-87.78
Homewood Ave & Monterey Ave,43,41.69,-87.67
Cicero Ave & North Ave,8,41.91,-87.75
Hyde Park Blvd & 53rd St,101,41.8,-87.58
Jonathan Y Scammon Public School,14,41.94,-87.73
Keystone Ave & Irving Park Rd,14,41.95,-87.73
Public Rack - Central Ave & North Ave,23,41.91,-87.77
Calumet Ave & 103rd St,3,41.71,-87.62
Pulaski & 52nd,26,41.8,-87.72
Cicero Ave & Cortland St - midblock,4,41.92,-87.75
Public Rack - Kimball Ave & Carmen Ave,62,41.97,-87.71
Public Rack - Woodlawn Ave & 63rd St - SE,38,41.78,-87.6
Albany Ave & 111th St - NW,4,41.69,-87.7
Public Rack - McVicker Ave & Grand Ave,10,41.92,-87.78
Hamlin Ave & Fullerton Ave,25,41.92,-87.72
Mozart Elementary School,37,41.92,-87.72
Troy & 111th St,1,41.69,-87.7
Hyde Park Blvd & 55th St,183,41.79,-87.59
St Louis Ave & Berteau Ave,5,41.96,-87.72
N Narragansett Ave & Grand Ave,35,41.92,-87.78
California Ave & Devon Ave - NE,12,42.0,-87.7
Ashland Ave & 45th St - midblock south,6,41.81,-87.66
Public Rack - Eberhart Ave & 61st St,22,41.78,-87.61
Austin Ave & Roscoe St,5,41.94,-87.78
Greenwood Ave & Lake Park Ave,23,41.82,-87.6
Christiana Ave & Bryn Mawr Ave,1,41.98,-87.71
Menard Ave & Dakin St - midblock,10,41.95,-87.77
Washtenaw Ave & Madison St,159,41.88,-87.69
Kostner Ave & Armitage Ave,263,41.92,-87.74
Cottage Grove Ave & 91st St,3,41.73,-87.6
Western Ave & 100th St,22,41.71,-87.68
Spaulding Ave & Foster Ave,4,41.98,-87.71
Public Rack - Menard Ave & Belmont Ave,12,41.94,-87.77
Eli Whitney Public School,4,41.84,-87.73
Wood St & 47th St,51,41.81,-87.67
Walden Pkwy & 103rd St,56,41.71,-87.67
Kedzie Ave & 54th St - SE,41,41.79,-87.7
Milwaukee Ave & Diversey Ave,56,41.93,-87.71
Sawyer Ave & 111th St,6,41.69,-87.7
Public Rack - Chopin Park,66,41.94,-87.76
Western Ave & 92nd Pl,39,41.73,-87.68
Bell Ave & 95th St,16,41.72,-87.68
Piotrowski Park,3,41.84,-87.73
Public Rack - Mozart Elementary School,198,41.92,-87.72
Ewing Ave & 101st St,3,41.71,-87.54
Halsted St & 95th St - SW,5,41.72,-87.64
Kedzie Ave & Argyle St,7,41.97,-87.71
Harold Washington Park,77,41.8,-87.58
Halsted & 63rd - Kennedy-King Vaccination Site,268,41.77938114228,-87.6446208145
Harvard Ave & 103rd St,7,41.71,-87.63
California Ave & Ogden Ave,2,41.86,-87.7
Christiana Ave & 55th St,19,41.79,-87.71
Milwaukee Ave & Haussen Ct,18,41.94,-87.72
Spaulding Ave & Bryn Mawr Ave,1,41.98,-87.71
Cottage Grove & 86th St,18,41.74,-87.6
Brandon Ave & 91st St,44,41.73,-87.55
Longwood Dr & 111th St,9,41.69,-87.67
Pulaski Rd & 40th St,6,41.82,-87.73
Bishop St & 46th St,8,41.81,-87.66
Public Rack - Menard Ave & Grand Ave,37,41.92,-87.77
Public Rack - Prairie Ave & Garfield Blvd,13,41.79,-87.62
Cottage Grove Ave & 87th St,11,41.74,-87.61
Canty Elementary School,3,41.95,-87.83
Hamilton Ave & 95th St,10,41.72,-87.68
Western Ave & 106th St - East,15,41.7,-87.68
Albany Ave & 103rd St,3,41.71,-87.7
Public Rack - Laramie Ave & Warwick Ave,43,41.95,-87.76
Laramie Ave & Warwick Ave,3,41.95,-87.76
May St & 63rd St,1,41.78,-87.65
Hiawatha Park,14,41.94,-87.83
Pullman - Planet Fitness,3,41.7,-87.6
Washtenaw Ave & 63rd St,12,41.78,-87.69
NewHastings,103,41.90958643,-87.632999301
Stony Island & 95th St,1,41.72,-87.59
Grand Ave & North Ave,3,41.91,-87.74
Harvard Ave & 119th St,2,41.68,-87.63
Martin Luther King Dr & 69th St,3,41.77,-87.62
Pulaski Rd & 41st,8,41.82,-87.72
Justine St & 87th St,9,41.74,-87.66
Newland Ave & Diversey Ave,5,41.93,-87.8
Pittsburgh Ave & Irving Park,6,41.95,-87.83
Augusta Blvd & Laramie Ave,74,41.9,-87.76
N Sayre Ave & W Belden Ave,4,41.92,-87.8
Throop St & 58th St,4,41.79,-87.66
Racine Ave & 76th,15,41.76,-87.65
Central Ave & North Ave,2,41.91,-87.76
Kedzie Ave & 64th St - SW,11,41.78,-87.7
Western Ave & 104th St - East,13,41.7,-87.68
Cicero Ave & Roscoe St,3,41.94,-87.75
Ozark Ave & Addison St,6,41.95,-87.82
Winchester Ave & 87th St,8,41.74,-87.67
Wallace St & 112 St,4,41.69,-87.64
Bradley Park,64,41.717878301935,-87.56459176540375
Halsted St & 102nd St,1,41.71,-87.64
Cottage Grove & 84th St,1,41.74,-87.6
Harvey Ave & North Ave,3,41.91,-87.78
Nordica Ave & Addison St,3,41.95,-87.8
Public Rack - Harvey Ave & North Ave,12,41.91,-87.78
Avenue J & 106th St,6,41.7,-87.53
Karlov Ave & Milwaukee Ave,2,41.94,-87.73
McCormick Blvd & Devon Ave,1,42.0,-87.71
Mason Ave & Roosevelt Rd,8,41.87,-87.77
Jeffrey Blvd & 71st St,23,41.77,-87.58
Kedvale Ave & Avondale Ave,9,41.95,-87.73
Western Ave & 118th St,16,41.68,-87.68
Melvina Ave & Belmont Ave,1,41.94,-87.78
Cornell Dr & Hayes Dr,26,41.780592,-87.58524683333333
Green St & Randolph St,2010,41.88317716666667,-87.64880633333334
Oglesby Ave & 95th St,2,41.72,-87.57
Morgan St & Lake St,4683,41.885779,-87.651025
Malcolm X College Vaccination Site,1161,41.877618,-87.673895
Hamlin Ave & Montrose Ave,19,41.96,-87.72
Kimbark Ave & 63rd St,2,41.78,-87.59
Austin Ave & Wellington Ave - midblock,2,41.94,-87.78
Morgan St & 95th St,17,41.72,-87.65
Spaulding Ave & Evergreen Ave,24,41.91,-87.71
Sacramento Blvd & Washington Blvd,6,41.88,-87.7
Keystone Ave & North Ave,17,41.91,-87.73
Carpenter St & 63rd St,43,41.77987,-87.650919
Rockwell & 111th St,17,41.69,-87.69
Chase Ave & Touhy Ave - NW,2,42.01,-87.69
Western & 28th - Velasquez Institute Vaccination Site,156,41.841518,-87.685131
Western Ave & Jarvis Ave,15,42.02,-87.69
Public Rack - Western Ave & Jarvis Ave,110,42.02,-87.69
Bensley Ave & 103rd St,1,41.71,-87.56
South Chicago Ave & 83rd St,85,41.743921,-87.575225
Kedzie & 103rd St - East,2,41.71,-87.7
Talman Ave & 51st St - midblock,39,41.8,-87.69
Karlov Ave & Kamerling Ave,10,41.91,-87.73
Hoyne Ave & 110th Pl,15,41.69,-87.67
Mt Greenwood Library - South,8,41.69,-87.7
Pulaski Rd & 51st Rd,53,41.8,-87.72
Kenneth Ave & 63rd St,5,41.78,-87.73
Damen Ave & 33rd St,58,41.83,-87.68
Langley Ave & 79th St,28,41.75,-87.61
Kedzie Ave & 64th St - SE,4,41.78,-87.7
Kedzie Ave & 61st Pl,70,41.78,-87.7
Rockwell Ave & Touhy Ave ,6,42.01,-87.7
Avers Ave & Irving Park Rd,9,41.95,-87.72
Robert Fulton Elementary School,57,41.8,-87.67
Green St & 103rd St,4,41.71,-87.64
Kildare Ave & Division St,32,41.9,-87.73
Lowell Ave & Elston Ave,21,41.97,-87.74
Christiana Ave & Belmont Ave,17,41.94,-87.71
Public Rack - Cicero Ave & Le Moyne St - midblock,11,41.91,-87.75
Lorel Ave & Chicago Ave,2,41.89,-87.76
Kedzie Ave & Pershing Rd,17,41.82,-87.7
Lincoln Ave & Belmont Ave,7,41.9394035,-87.66824916666667
Sawyer Ave & Bryn Mawr Ave - SE,3,41.98,-87.71
Mt Greenwood Library - North,3,41.69,-87.7
Harriet E Sayre Public School,11,41.91,-87.8
Cottage Grove & 85th St,6,41.74,-87.6
Linder Ave & Belmont Ave,4,41.94,-87.76
Cottage Grove Ave & 111th St,24,41.69,-87.61
Ewing Ave & 105th St,5,41.7,-87.54
Pulaski Rd & 44th St,112,41.81,-87.72
California Ave & Pershing Rd,7,41.82,-87.69
Pullman - Ross Dress for Less,9,41.7,-87.6
Laramie Ave & Belmont Ave,9,41.94,-87.76
Menard Ave & Agusta Blvd,9,41.9,-87.77
Laramie Ave & Grand Ave,6,41.92,-87.76
Cicero Ave & Wellington Ave,18,41.94,-87.75
Avers Ave & Ogden Ave,1,41.85,-87.72
Public Rack - Austin Blvd & North Ave,18,41.91,-87.78
Keeler Ave & Roosevelt Rd,41,41.87,-87.73
Western Ave & 111th St - NW,23,41.69,-87.68
Torrence Ave  & 106th St,5,41.7,-87.56
Archer Park,11,41.8,-87.74
Forrestville Ave & 47th St,7,41.81,-87.61
Laflin St & 51st St,5,41.8,-87.66
Western Ave & 105th St,13,41.7,-87.68
Martin Luther King Dr & 44th St,8,41.81,-87.62
Austin Ave & Wrightwood Ave,9,41.93,-87.78
Public Rack - Lake Shore Dr & Hayes Dr,64,41.78,-87.57
Ashland Ave & 46th St,5,41.81,-87.67
Brighton Park Branch Chicago Library,7,41.82,-87.7
Public Rack - Exchange Ave & 73rd Pl,14,41.76,-87.56
Ewing Ave & 96th St,6,41.72,-87.54
Ewing Ave & Indianapolis Ave,2,41.71,-87.54
Hamlin Ave & Chicago Ave,6,41.9,-87.72
Kedzie Ave & 63rd St,34,41.78,-87.7
Ashland Ave & 71st St,5,41.77,-87.66
63rd & Western Ave - south corner,8,41.78,-87.68
Mackinaw Ave & 108th St,6,41.7,-87.54
S Aberdeen St & W 106th St,37,41.7,-87.65
Public Rack - Langley Ave & Oakwood Blvd,6,41.82,-87.61
Ewing Ave & 106th St,7,41.7,-87.53
Michigan Ave & 119th St,2,41.68,-87.62
McVicker Ave & Grand Ave,3,41.92,-87.78
Buffalo Ave & 133rd St,2,41.65,-87.54
Normal Ave & 72nd St,2,41.76,-87.64
Baltimore Ave & 133rd St,6,41.65,-87.55
Public Rack - Hamlin Ave & Chicago Ave,14,41.9,-87.72
Strohacker Park,6,41.79,-87.73
Racine Ave & 74th St,13,41.76,-87.65
Claremont Ave & 71st St,26,41.76,-87.68
Mackinaw Ave & 106th St,5,41.7,-87.54
New England Ave & Grace St,2,41.95,-87.8
Ashland Ave & 76th St,9,41.76,-87.66
Western Ave & 79th St,60,41.75,-87.68
Longwood Dr & 95th St,3,41.72,-87.67
Public Rack - Whipple St & 26th St,7,41.84,-87.7
Yates Blvd & Exchange Ave,11,41.76,-87.57
Loomis St & 87th St,39,41.74,-87.66
Morgan St & 87th St,8,41.74,-87.65
Lafayette Ave & 87th St - NW,5,41.74,-87.63
California Ave & Touhy Ave - SW,1,42.01,-87.7
Public Rack - Austin Ave & Wellington Ave - midblock,5,41.93,-87.78
Baltimore Ave & 132nd St,3,41.66,-87.55
Kedzie Ave & 58th St,38,41.79,-87.7
Western Ave & 111th St - SE,12,41.69,-87.68
Austin Branch Chicago Public Library,5,41.89,-87.77
Keeler Ave & Madison St,7,41.88,-87.73
Damen Ave & 84th St,1,41.74,-87.67
Avenue J & 102nd St,1,41.71,-87.53
Chappel Ave & 71st St,6,41.77,-87.58
Menard Ave & Grand Ave,2,41.92,-87.77
Chopin Park,1,41.94,-87.76
State St & 47th st,4,41.81,-87.63
Public Rack - Penn Elementary School / KIPP Ascend Middle School,43,41.86,-87.72
Public Rack - Avers Ave & Ogden Ave,35,41.85,-87.72
Vincennes Ave & 99th St,2,41.71,-87.65
Homan Ave & 26th St,1,41.84,-87.71
Newcastle Ave & Belmont Ave,5,41.94,-87.8
Princeton Ave & 43rd St,2,41.82,-87.63
South Chicago Ave & Elliot Ave,29,41.747363,-87.580046
Cottage Grove Ave & 75th St,7,41.76,-87.61
Public Rack - Zapata Academy,7,41.84,-87.73
Zapata Academy,2,41.84,-87.73
Lowe Park,1,41.8,-87.64
Calumet Ave & Garfield Blvd,11,41.79,-87.62
Whippie St & 26th St,1,41.84,-87.7
Public Rack - Kostner Ave & 16th St,2,41.86,-87.73
Wolcott Ave & 61st St,1,41.78,-87.67
Sacramento Blvd & Division St,1,41.91,-87.7
Public Rack - Hamlin Ave & Grand Ave,114,41.9,-87.72
Greenwood Ave & 87th St,1,41.74,-87.6
Hamlin Ave & Grand Ave,60,41.9,-87.72
Pulaski Rd & Fullerton Ave,14,41.92,-87.73
Public Rack - Karlov Ave & 26th St,8,41.84,-87.73
Cicero Ave & Le Moyne St - midblock,1,41.91,-87.75
Ingleside Ave & 79th St,7,41.75,-87.6
Waller Ave & Chicago Ave,3,41.89,-87.77
Public Rack - Sacramento Blvd & Division St,9,41.91,-87.7
Komensky Ave & 59th St,24,41.79,-87.72
Marshfield Ave & 87th St,6,41.74,-87.66
Cottage Grove Ave & 89th Pl,3,41.73,-87.6
WEST CHI-WATSON,3,41.924738,-87.70064133333334
Public Rack - Michigan Ave & 119th St,3,41.68,-87.62
California Ave & Francis Pl,741,41.91849115368695,-87.69742280244827
Public Rack - Western Ave & 106th St - West,2,41.7,-87.68
Francisco Ave & Chicago Ave,89,41.9,-87.7
Lincoln Ave & Byron St,505,41.95,-87.68
Public Rack - Milwaukee Ave & Waveland Ave,6,41.95,-87.74
Public Rack - Halsted St & 109th St,3,41.7,-87.64
Public Rack - Western Ave & 118th St,13,41.68,-87.68
Public Rack - Jeffery Blvd & 67th St,3,41.77,-87.58
Public Rack - Woodlawn Ave & 63rd St S,10,41.78,-87.6
Public Rack - Newcastle Ave & Belden Ave,7,41.92,-87.8
Public Rack - Albany Ave & 63rd St,9,41.78,-87.7
Public Rack - Pulaski Rd & 15th St,7,41.86,-87.73
Public Rack - Ave N & 106th St,2,41.7,-87.54
Public Rack - Justine St & 87th St,6,41.74,-87.66
Public Rack - Pullman Community Center,6,41.7,-87.59
Public Rack - 2302 S Pulaski Rd,2,41.85,-87.72
Public Rack - Western Ave & 111th St - SW,12,41.69,-87.68
Public Rack - Brandon Ave & 91st St,29,41.73,-87.55
Public Rack - West Chatham Park,2,41.75,-87.63
Public Rack - Western Ave & 79th St,7,41.75,-87.68
Public Rack - Ellis Ave & Doty Ave,2,41.66,-87.6
Public Rack - Marshfield Ave & 45th St,7,41.81,-87.67
Public Rack - Kedzie Ave & 62nd Pl,36,41.78,-87.7
"Public Rack - Senka ""Edward Duke"" Park",2,41.79,-87.71
Public Rack - Western Ave & 111th St - NW,4,41.69,-87.68
Public Rack - Strohacker Park,2,41.79,-87.73
Public Rack - St Louis Ave & Flournoy St,3,41.87,-87.71
Public Rack - Hiawatha Park,3,41.94,-87.83
Public Rack - Pullman - Planet Fitness,9,41.7,-87.6
Public Rack - California Ave & Touhy Ave - SW,10,42.01,-87.7
Public Rack - Newcastle Ave & Belmont Ave,9,41.94,-87.8
Public Rack - Western Ave & 110th St,37,41.69,-87.68
Public Rack - Bishop St & 46th St,3,41.81,-87.66
Public Rack - 532 E 43rd St,11,41.82,-87.61
Public Rack - Kostner Ave & Lake St,9,41.89,-87.74
Public Rack - Lorel Ave & Chicago Ave,11,41.89,-87.76
Public Rack - Laporte Ave & Armitage Ave,13,41.92,-87.75
Halsted St & Fulton St,2660,41.89,-87.65
Public Rack - Cottage Grove & 86th St,6,41.74,-87.6
Public Rack - King Dr & 71st St,8,41.77,-87.62
Wentworth Ave & Cermak Rd*,573,41.853214418519656,-87.63187229633331
Public Rack - Division St & Christiana Ave,11,41.9,-87.71
Public Rack - Garfield Park Conservatory,6,41.89,-87.72
Public Rack - Prairie Ave & Garfield Blvd N,7,41.79,-87.62
Public Rack - Yale Ave & 119th St,2,41.68,-87.63
Public Rack - Aida Food Market,3,41.75,-87.64
Public Rack - Cornell Ave & 87th Pl,9,41.74,-87.58
Public Rack - Kedvale Ave & 63rd St W,4,41.78,-87.73
Public Rack - Homan Ave & Roosevelt,8,41.87,-87.71
Public Rack - Laflin St & 79th St,1,41.75,-87.66
Public Rack - Central Ave & Congress Pkwy,1,41.87,-87.76
Campbell Ave & Augusta Blvd,184,41.9,-87.69
410,7,41.9,-87.69
Public Rack - Pullman - Ross Dress for Less,2,41.7,-87.6
Pulaski Rd & Eddy St,100,41.94619016666667,-87.73105183333334
Public Rack - California Ave & Pershing Rd,9,41.82,-87.69
Wentworth Ave & 24th St,259,41.849978666666665,-87.632125
Public Rack - Oketo Ave & Belmont Ave,33,41.94,-87.81
Public Rack - Halsted St & 76th St,11,41.76,-87.64
Public Rack - Fullerton Ave & Lavergne Ave,32,41.92,-87.75
Public Rack - Halsted St & 41st St,2,41.82,-87.65
Public Rack - Greenwood Ave & Lake Park Ave,17,41.82,-87.6
Public Rack - Ellis Ave & 132nd Pl,1,41.66,-87.6
Public Rack - Prairie Ave & Garfield Blvd S,8,41.79,-87.62
Public Rack - Ashland Ave & 73rd St,3,41.76,-87.66
Public Rack - Houston Ave & 130th St,2,41.66,-87.55
Public Rack - Ewing Ave & 106th St NW,3,41.7,-87.54
Public Rack - Buffalo Ave & 89th St,3,41.73,-87.54
Kedzie Ave & 24th St (Temp),9,41.848191,-87.705414
Public Rack - Homan Ave & 62nd Pl,3,41.78,-87.71
Public Rack - Kolin Ave & Archer Ave,8,41.8,-87.73
Public Rack - Emerald Ave & 45th St,5,41.81,-87.64
Public Rack - Latrobe Ave & Lake St,12,41.89,-87.76
Cottage Grove Ave & 92nd St,2,41.73,-87.6
Divvy Valet - Oakwood Beach,12,41.82447616666666,-87.59811783333333
Public Rack - Pulaski Rd & Roosevelt Rd,18,41.87,-87.72
Public Rack - Pulaski Rd & Lake St,35,41.89,-87.73
Vincennes Ave & 95th Pl,1,41.72,-87.65
Ewing Ave & 112th St,4,41.69,-87.53
Avenue J & 112th St,3,41.69,-87.53
Public Rack - Jeffery Blvd & 81st St,3,41.75,-87.57
Mackinaw Ave & 85th St,1,41.74,-87.54
Public Rack - Lawndale Ave & Polk St,14,41.87,-87.72
Torrence Ave & 103rd St,1,41.71,-87.56
Public Rack - Central Park Ave & Ogden Ave,19,41.85,-87.72
Public Rack - Perry Ave & 111th St,2,41.69,-87.63
Public Rack - Halsted St & 113th St,4,41.69,-87.64
Public Rack - Normal Ave & 111th St,21,41.69,-87.64
Public Rack - Kingston Ave & 75th St,3,41.76,-87.56
Public Rack - Pulaski Rd & Flournoy St,4,41.87,-87.72
Lowe Ave & 98th St,3,41.72,-87.64
Public Rack - Lamon Ave & Erie St,3,41.89,-87.75
Michigan Ave & 113th St,1,41.69,-87.62
Plainfield Ave & Irving Park Rd,2,41.95,-87.83
Ada St & 117th St,2,41.68,-87.66
Ashland Ave & 73rd St,2,41.76,-87.66
Stony Is Ave & 73rd St,4,41.76,-87.59
Halsted St & 41st St,3,41.82,-87.65
Back of the Yards Park,2,41.8,-87.66
Public Rack - La Moyne Ave and Leamington Ave,9,41.91,-87.75
Halsted St & 76th St,16,41.76,-87.64
Public Rack - Central Park Ave & 16th St,10,41.86,-87.72
Central Ave & Corcoran Pl,8,41.89,-87.77
Trumbull Ave & 111th St,8,41.69,-87.71
Honore St & 87th St - SE,1,41.74,-87.67
Public Rack - Michele Clark Magnet High School,10,41.87,-87.75
Public Rack - Ewing Ave & 106th St,8,41.7,-87.54
Ada St & 119th St,3,41.68,-87.65
Public Rack - Pulaski Rd & 5th Ave,10,41.87,-87.73
Public Rack - Paxton Ave & 79th St,9,41.75,-87.57
Rhodes Ave & 79th St,3,41.75,-87.61
Harper Ave & 63rd St,7,41.78,-87.59
Public Rack - Western Ave & 98th St,9,41.72,-87.68
Abbott Park,14,41.72,-87.62
Hale Ave & 111th St,2,41.69,-87.67
Public Rack - Western Ave & 107th Pl,3,41.7,-87.68
Ashland Ave & 45th St,4,41.81,-87.67
Loomis Blvd & 83rd St,1,41.74,-87.66
Public Rack - Roswell B. Mason Elementary School,5,41.86,-87.73
Public Rack - Michigan Ave & 107th St,3,41.7,-87.62
Public Rack - Marquette Rd & 67th St,12,41.77,-87.61
Homan Ave & 111th St,9,41.69,-87.71
Eggleston Ave & 114th St,2,41.69,-87.63
Wentworth Ave & 103rd St,6,41.71,-87.63
Public Rack - Central Park Ave & Fillmore St,8,41.87,-87.72
Kildare Ave & 63rd St,7,41.78,-87.73
Public Rack - 53rd St & Indiana Ave,1,41.8,-87.62
Tuley (Murray) Park,1,41.73,-87.61
Public Rack - Stony Island & 87th St,11,41.74,-87.59
Halsted St & 95th St - SE,4,41.72,-87.64
Drexel Ave & 87th St,2,41.74,-87.6
Public Rack - Peterson Ave & Bernard Ave,7,41.99,-87.72
Public Rack - Kedzie Ave & Arthington St,1,41.87,-87.71
Christiana Ave & 111th St,2,41.69,-87.7
Public Rack - Vincennes Ave & 77th St,6,41.76,-87.56
