Station,Occurrences,Latitude,Longitude
Panama Ave & Forest Preserve Ave,1,41.94,-87.83
"Senka ""Edward Duke"" Park",2,41.79,-87.71
Western Ave & 106th St - West,3,41.7,-87.68
Stony Island Ave & 86th St,5,41.74,-87.59
Ada St & 79th St,6,41.75,-87.66
Halsted St & 94th St,6,41.72,-87.64
Halsted St & 80th St,9,41.75,-87.64
Yale Ave & 119th St,2,41.68,-87.63
West Lawn Park,3,41.77,-87.73
Wentworth Ave & 79th St,1,41.75,-87.63
Menard Ave & Adams Blvd,2,41.88,-87.77
Marquette Ave & 83rd St,1,41.74,-87.56
Oketo Ave & Belmont Ave,10,41.94,-87.81
Lafayette Ave & 119th St,3,41.68,-87.62
Central Ave & Congress Pkwy,4,41.87,-87.76
Public Rack - Clyde Ave & 87th St,2,41.74,-87.57
Public Rack - Union Ave & 111th St,3,41.69,-87.64
Public Rack - Spencer Elementary Technology Academy,3,41.89,-87.75
May St & 78th St,1,41.75,-87.65
Vincennes Ave & 87th St,2,41.74,-87.65
Morgan St & 103rd St,1,41.71,-87.65
Public Rack - Ewing Ave & 107th St,9,41.7,-87.54
Western Blvd & 53rd St,1,41.8,-87.68
Public Rack - Al Raby School,7,41.89,-87.72
Public Rack - Keeler Ave & 55th St,5,41.79,-87.73
Public Rack - Albany Ave & 111th St - NW,3,41.69,-87.7
Public Rack - Troy & 111th St,3,41.69,-87.7
Public Rack - East End Ave & 87th St,7,41.74,-87.58
Public Rack - Pulaski Rd & 41st,1,41.82,-87.72
Public Rack - Cottage Grove Ave & 75th St,1,41.76,-87.61
Public Rack - Kedzie Ave & 60th St,5,41.79,-87.7
Public Rack - Maplewood Ave & 63rd St,5,41.78,-87.69
Public Rack - Kedzie & 103rd St - W,4,41.71,-87.7
Public Rack - Throop St & 58th St,2,41.79,-87.66
Public Rack - Houston Ave & 91st St,1,41.73,-87.55
Public Rack - Pulaski Rd & 51st Rd,11,41.8,-87.72
Public Rack - Evans Ave & 63rd St,37,41.78,-87.61
Public Rack - Avenue M & 132nd St,1,41.66,-87.54
Public Rack - Martin Luther King Dr & 69th St,2,41.77,-87.62
Public Rack - Vincennes Ave & 99th St,1,41.71,-87.65
Public Rack - Calumet Ave & 51st St,51,41.8,-87.62
Public Rack - Claremont Ave & 71st St,4,41.76,-87.68
Public Rack - Laflin St & 51st St,4,41.8,-87.66
Public Rack - Nordica Ave & Addison St,9,41.95,-87.8
Green St & Madison Ave*,483,41.88182737657135,-87.64883190393448
Public Rack - Kedzie Ave & 64th St - SE,5,41.78,-87.7
Public Rack - King Dr & 83rd St,2,41.74,-87.61
Public Rack - Francisco Ave & Touhy Ave,12,42.01,-87.7
Public  Rack - Albany Ave & 63rd St,12,41.78,-87.7
Public Rack - Kedzie Ave & 54th Pl,6,41.79,-87.7
Public Rack - Harriet E Sayre Public School,6,41.91,-87.8
Public Rack - Baltimore Ave & 132nd St,5,41.66,-87.55
Public Rack - Kedzie Ave & Walnut St,6,41.89,-87.71
Public Rack - Eggleston Ave & 115th St,8,41.69,-87.63
Loomis St & Lexington St*,555,41.87216831488104,-87.66154959797859
Public Rack - May St & 78th St,2,41.75,-87.65
Public Rack - Central Ave & Corcoran Pl,16,41.89,-87.77
Public Rack - Bensley Ave & 103rd St,2,41.71,-87.56
Public Rack - Lafayette Ave & 87th St SW,1,41.74,-87.63
Pubic Rack - Pulaski Rd & 41st,18,41.82,-87.72
Public Rack - Walden Pkwy & 99th St,7,41.71,-87.67
Public Rack - Racine Ave & 74th St,9,41.76,-87.65
Public Rack - Peterson Ave & Drake Ave,2,41.99,-87.72
Public Rack - Ashland Ave & 91st St,11,41.73,-87.66
Public Rack - Kedzie Ave & 61st Pl W,24,41.78,-87.7
Public Rack - Halsted St & 111th St,4,41.69,-87.64
Public Rack - Hamlin Ave & Madison St,10,41.88,-87.72
Public Rack - Jeffery Blvd & 83rd St,1,41.74,-87.57
Public Rack - Ashland Ave & 63rd St,7,41.78,-87.66
Public Rack - 63rd & Western Ave N,5,41.78,-87.68
Public Rack - Wentworth Ave & 103rd St,1,41.71,-87.63
Public Rack - Morgan St & 87th St,2,41.74,-87.65
Public Rack - Longwood Dr & 95th St,2,41.72,-87.67
Public Rack - Kildare Ave & Division Ave,2,41.9,-87.73
Public Rack - Abbott Park,3,41.72,-87.62
Public Rack - Kedvale Ave & 63rd St E,1,41.78,-87.73
Public Rack - Halsted St & 64th St,11,41.78,-87.64
Public Rack - Racine Ave & 76th,8,41.76,-87.65
Public Rack - Kedzie Ave & Chicago Ave,9,41.9,-87.71
Public Rack - Langley Ave & 79th St,13,41.75,-87.61
Public Rack - Western Ave & 106th St - East,6,41.7,-87.68
Public Rack - Wabash Ave & 87th St,3,41.74,-87.62
Public Rack - Avenue J & 106th St,1,41.7,-87.53
Public Rack - Kenneth Ave & 63rd St W,4,41.78,-87.73
Public Rack - Cottage Grove Ave & 92nd St,3,41.73,-87.6
Public Rack - Ewing Ave & 105th St,3,41.7,-87.54
Halsted St & 64th St,4,41.78,-87.64
Bennett Ave & 96th St,1,41.72,-87.58
Parnell Ave & 98th St,3,41.72,-87.64
Public Rack - Ave L & 105th St,1,41.7,-87.54
King Dr & 83rd St,1,41.74,-87.61
Percy Julian HS,1,41.71,-87.65
South Shore High School,1,41.76,-87.58
Public Rack - Kedzie Ave & 61st Pl,4,41.78,-87.7
Park Manor Elementary School,1,41.77,-87.61
Public Rack - Wallace St & 119th St,3,41.68,-87.64
Michigan Ave & 102nd St,1,41.71,-87.62
Damen Ave & 80th St,1,41.75,-87.67
Lawrence Ave & 103rd St,3,41.71,-87.61
Public Rack - Langley Ave & 87th St,1,41.74,-87.61
Western Ave & 116th St,4,41.68,-87.68
Public Rack - Richmond St & Thorndale Ave,2,41.99,-87.7
Newcastle Ave & Wellington Ave,1,41.93,-87.8
Pullman Community Center,1,41.7,-87.59
Michigan Ave & 96th St,2,41.72,-87.62
Corliss Ave & 133rd St,1,41.65,-87.6
Ellis Ave & 132nd Pl,5,41.66,-87.6
Parnell Ave & 103rd St,2,41.71,-87.64
DIVVY CASSETTE REPAIR MOBILE STATION,2,41.779323833333336,-87.644794
Jeffery Blvd & 83rd St,3,41.74,-87.57
Public Rack - S Kostner Ave & W 18th Pl,1,41.86,-87.73
Public Rack - Crandon Ave & 80th St,1,41.75,-87.57
Public Rack - Pulaski Rd & 40th St,3,41.82,-87.72
10101 S Stony Island Ave,3,41.71,-87.58
Oglesby Ave & 105th St,1,41.7,-87.56
Muskegon Ave & 89th St,5,41.73,-87.56
Avenue M & 132nd St,1,41.66,-87.54
Public Rack - Ashland Ave & 83rd St,17,41.74,-87.66
Langley Ave & 105th Pl,4,41.7,-87.61
Kildare Ave & Division Ave,1,41.9,-87.73
Stewart Ave & 123rd St,1,41.67,-87.63
Evans Ave & 63rd St,4,41.78,-87.61
Laflin St & 79th St,1,41.75,-87.66
Kedzie & 103rd St - West,3,41.7,-87.7
Racine Ave & 83rd St,1,41.74,-87.65
Public Rack - Kedzie Ave &amp; 62nd Pl,2,41.78,-87.7
Michigan Ave & 110th St,3,41.69,-87.62
Public Rack - California Ave & Touhy Ave - midblock,2,42.01,-87.7
Kildare Ave & Washignton Blvd,2,41.88,-87.73
East End Ave & 75th St,1,41.76,-87.58
Eggleston Ave & 115th St,2,41.69,-87.63
Public Rack - Pulaski Rd & Polk St,2,41.87,-87.73
Corliss Ave & 103rd St,1,41.71,-87.6
Public Rack - Avers & Lawrence,18,41.97,-87.72
Public Rack - Odell & Talcott,6,41.987285733,-87.810118794
Public Rack - Cumberland & Catherine,23,41.98,-87.84
Public Rack - Pulaski Rd & 83rd St,6,41.741459666666664,-87.72176866666666
Public Rack - Damen & 87th,3,41.74,-87.67
Public Rack - Parkside & Archer,8,41.795707166666666,-87.7634365
Public Rack - 63rd St and Natoma Ave,1,41.77764466666667,-87.7874625
Public Rack - Minuteman Park,6,41.78534416666667,-87.762614
Public Rack - W. Talcott & N. Oriole,2,41.99,-87.82
Public Rack - Christiana & Lincoln,4,41.99,-87.71
Public Rack - 63rd Pl & Narraganssett Ave,10,41.776567936,-87.782092452
Public Rack - Damen & 81st,7,41.74664247,-87.673146129
Public Rack - Linder Ave & 64th Pl,4,41.77544868,-87.758030295
Public Rack - Pulaski & 74th,10,41.76,-87.72
Public Rack - S. New England/ W. 65th,3,41.77,-87.79
Public Rack - Keating & Peterson,2,41.990123833333335,-87.74716683333334
Public Rack - Oketo & Talcott,2,41.99,-87.81
Public Rack - Natoma Ave & 61st St,6,41.78,-87.79
Public Rack - Peterson Ave & Milwaukee Ave,4,41.98966682,-87.780501604
Public Rack - Leland Ave & Melvina Ave,4,41.97,-87.78
Public Rack - Canfield & Victoria,3,41.98,-87.82
Public Rack - Lotus Ave & Lawrence Ave,8,41.97,-87.76
Public Rack - Western & 83rd,6,41.74356183333333,-87.6828015
Public Rack - Milwaukee Ave & Lawrence Ave,8,41.97,-87.76
Public Rack - Olmstead Ave & Oliphant Ave,9,42.0023067,-87.817114353
Public Rack - Touhy Ave & Oconto Ave,4,42.011797667,-87.807577372
Public Rack - Milwaukee Ave & Culyer Ave,16,41.95,-87.75
Public Rack - Austin & 62nd,11,41.77970466666667,-87.77143233333334
Public Rack - Kenton & Lawrence,6,41.97,-87.74
Public Rack - Mason & Archer,4,41.79,-87.77
Public Rack - Holbrook St & Milwaukee Ave,6,41.99,-87.78
Public Rack - Lockwood & Archer,4,41.8,-87.76
Public Rack - Austin & Higgins,8,41.972911358,-87.777587652
Public Rack - Western & 79th,2,41.75,-87.68
Public Rack - William J Onahan Public School,3,41.99,-87.79
Public Rack - Kimball & Ardmore,4,41.99,-87.71
Public Rack - Meade Ave & Archer Ave,4,41.794090986,-87.774046779
Public Rack - Kilpatrick & Elston,9,41.97,-87.74
Public Rack - Sacramento & 71st,1,41.764396,-87.6977995
Public Rack - Harlem and W. 59th,2,41.784905,-87.80105533333334
Public Rack - Kedvale Ave & Peterson Ave,9,41.990208833333334,-87.73229166666667
Public Rack - Lavergne & Lawrence,9,41.967902333333335,-87.752531
Public Rack - Homan Ave & Lake St,4,41.884682298,-87.711486578
Public Rack - Neva & Foster,12,41.97482121,-87.805980802
Public Rack - Northwest Hwy & Neva Ave,4,42.0,-87.81
Public Rack - Nagel & Higgins,3,41.98,-87.79
Public Rack - Kinzua Ave & Devon Ave,2,42.0,-87.77
Public Rack - Central Park & Bryn Mawr,5,41.98,-87.72
Public Rack - 82nd st & Kedzie Ave,5,41.743461847,-87.702314973
Public Rack - S Menard & W 63rd,13,41.777059674,-87.766636848
Public Rack - Irving Park Rd & Austin Ave,3,41.95,-87.78
Public Rack - Kildare Ave & 63rd St,7,41.778477907,-87.730544329
Public Rack - California & 71st,12,41.764715552,-87.693081021
Public Rack - Elston Ave & Kenneth Ave,5,41.97,-87.74
Public Rack - Laramine Ave & Winnemac Ave,17,41.97,-87.76
Public Rack - Milwaukee Ave & Pensacola Ave,11,41.959509,-87.75334816666667
Public Rack - Sayer & Northwest Hwy,13,41.99,-87.8
Public Rack - Ewing Ave & Indianapolis Ave,1,41.71,-87.54
Public Rack - 56th St & Mulligan Ave,12,41.79,-87.78
Public Rack - Linder & Elston,12,41.98,-87.77
Public Rack - Homan & 79th,4,41.75,-87.71
Public Rack - Linder & 51st,6,41.8,-87.76
Public Rack - Ada St & 95th St,1,41.72,-87.66
Public Rack - Kenneth & Carmen,3,41.97288433333333,-87.73924316666667
Public Rack - Hale Ave & 111th St,1,41.69,-87.67
Public Rack - Leoti Ave & Central Ave (south),3,42.0,-87.76
Public Rack - Melvina & Foster,4,41.975615,-87.78338033333333
Woodlawn & 103rd,8,41.70735233333333,-87.594046
Public Rack - Austin Ave & Archer Ave,5,41.79,-87.77
Public Rack - Pulaski & Rosemont,1,41.995217333333336,-87.72881483333333
Public Rack - Bernard St & Foster Ave,2,41.98,-87.71
Public Rack - Homan & 77th,1,41.753491163,-87.707104564
Public Rack - St Louis & 83rd,2,41.741977215,-87.709542155
Public Rack - Lemont Ave & Keating Ave,2,41.99,-87.75
Public Rack - Ozanam Ave & Devon Ave,3,42.0,-87.82
Public Rack - Harlem & Palatine,6,42.0,-87.81
Public Rack - Kostner & Peterson,5,41.99,-87.74
Public Rack - Forest Glen & Peterson,5,41.99,-87.74
Public Rack - Winona St & Elston Ave,5,41.97,-87.75
Public Rack - 63rd St and Nagle Ave,4,41.7776095,-87.782204
Public Rack - Normandy Ave & Archer Ave,4,41.79,-87.79
Public Rack - Hermitage & 83rd St,7,41.74,-87.67
Public Rack - Leader & Caldwell,2,41.99,-87.75
Public Rack - Central Park & Peterson,3,41.99013516666667,-87.7187125
Public Rack - Milwaukee Ave & Higgins Ave,20,41.968605161,-87.761269212
Public Rack - Monticello & Lawrence,3,41.97,-87.72
Public Rack - Lawrence Ave & Kimball Ave,5,41.97,-87.71
Public Rack - Nina Ave & Avondale Ave,3,41.99,-87.8
Public Rack - Mulligan Ave & 56th St,5,41.79,-87.78
Public Rack - Irving Park Rd & Leclaire Ave,7,41.95,-87.75
Public Rack - St Louis & Lincoln,3,41.995829666666666,-87.71611466666667
Public Rack - Natoma Ave & Bryn Mawr Ave,4,41.98,-87.79
Public Rack - Springfield Ave & Lawrence Ave,6,41.968324,-87.7256585
Public Rack - Imlay & Milwaukee,4,41.99907066666667,-87.78957416666667
Public Rack - Oak Park Ave & Foster Ave,2,41.9746095,-87.8119345
Public Rack - Foster Ave & Drake Ave,3,41.98,-87.72
Public Rack - Troy & 71st,4,41.76,-87.7
Public Rack - Central Ave & Lawrence Ave,8,41.967816166666665,-87.767703
Public Rack - Linder Ave & Archer Ave,1,41.8,-87.76
Public Rack - Octavia Ave & Touhy Ave,1,42.01175533333333,-87.80840616666667
Public Rack - Central & Prescott,4,41.99,-87.77
Public Rack - Norwood Park,3,41.99,-87.79
Public Rack - Lavergne Ave & Belle Plaine Ave,1,41.96,-87.75
Public Rack - Overhill Ave & Touhy Ave,6,42.011488318,-87.819081783
Public Rack - Central Ave & Pensacola Ave,8,41.959992647,-87.767214417
Public Rack - California & 87th,3,41.74,-87.69
Public Rack - Karlov Ave & Lawrence Ave,9,41.97,-87.73
Public Rack - Milwaukee Ave & Kennedy Expy,4,41.97,-87.76
Public Rack - Rockwell Ave & 71st St,2,41.76,-87.69
Public Rack - 4810 Keeler Ave,3,41.97,-87.73
Public Rack - Artesian & 71st,1,41.76,-87.68
Public Rack - Kostner & Bryn Mawr,3,41.98,-87.74
Public Rack - Honore St & 87th St - SE,2,41.73551929,-87.669062734
Public Rack - Columbus & 79th,4,41.75,-87.7
Public Rack - Newcastle & Archer,2,41.79,-87.79
Public Rack - Nashotah & Northwest Hwy,2,41.98811933333333,-87.79132466666667
Public Rack - Elizabeth St & 115th St,1,41.684885502,-87.652765155
Public Rack - Bryn Mawr Ave & Spaulding Ave,2,41.98295666666667,-87.71155816666666
Public Rack - Hiawatha Ave & Minnehaha Ave,5,42.0,-87.76
Public Rack - Mango & Higgins,3,41.97,-87.77
Public Rack - New England Ave & Grace St,4,41.95,-87.8
Public Rack - Cicero & Rosemont,3,41.99575766666667,-87.74857516666667
Public Rack - S. Kilpatrick and W. 79th,7,41.749292833333335,-87.73961083333333
Public Rack - Winchester Ave & 87th St,9,41.74,-87.67
Public Rack - Nordica & Archer,2,41.79,-87.8
Public Rack - Devon Ave & Central Ave,2,42.0,-87.76
Public Rack - Mont Clare Ave & Higgins Ave,5,41.98060266666667,-87.80504483333333
Public Rack - Oketo & Northwest Hwy,3,42.0,-87.81
Public Rack - Harlem & Summerdale,6,41.98,-87.81
Public Rack - Kimball Ave & Lawrence Ave,7,41.97,-87.71
Public Rack - Neenah & Archer,1,41.79,-87.79
Public Rack - McVicker & 52nd,1,41.8,-87.77
Public Rack - Minnehaha Ave & Devon Ave,2,42.0,-87.76
Public Rack - Hiawatha & Mendota,2,42.01,-87.78
Public Rack - 61st St & Melvina Ave,9,41.78,-87.78
Public Rack - Milwaukee Ave & Catalpa Ave,3,41.977217674,-87.769011378
Public Rack - Oakley & 79th Pl,1,41.74927,-87.67935033333333
Public Rack - 83rd Pl & Kedzie Ave N,2,41.74,-87.7
Public Rack - Kedzie Ave & 83rd St,5,41.74,-87.7
Public Rack - Mobile Ave & Archer Ave,1,41.79,-87.78
Public Rack - Rutherford & 53rd,1,41.8,-87.79
Public Rack - Parkside & 63rd,3,41.78,-87.76
Public Rack - Ashland Ave & 74th St,3,41.759627,-87.66374983333333
Public Rack - Neenah & Dakin,2,41.95,-87.79
Public Rack - Higgins Ave & Neva Ave,2,41.98,-87.81
Public Rack - Springfield & 71st,3,41.76,-87.72
Public Rack - Mackinaw Ave & 106th St,2,41.7022415,-87.54262066666666
Public Rack - Sayre Ave & 59th St,2,41.78,-87.8
Public Rack - Osceola Ave & Touhy Ave,1,42.01,-87.81
Public Rack - Haft Ave & Milwaukee Ave,2,42.0,-87.79
Public Rack - Kostner & 83rd,3,41.74,-87.73
Public Rack - Panama Ave & Forest Preserve Ave,2,41.94,-87.83
Public Rack - Central Park Ave & Fulton Blvd,4,41.89,-87.72
Public Rack - Lowe Park,1,41.799389958,-87.641551137
Public Rack - Melvina Ave & Montrose Ave,4,41.96,-87.78
Public Rack - Milwaukee Ave & Leland Ave,1,41.966111,-87.75934716666667
Public Rack - Brooks Park,3,42.0,-87.81
Public Rack - Delphina & Foster,6,41.97,-87.84
Public Rack - Central & Berteau,6,41.95687266666667,-87.7673685
Public Rack - Irving Park Rd & Menard Ave,2,41.953204666666664,-87.772199
Public Rack - Ford City Mall,5,41.757144833333335,-87.74141116666667
Public Rack - Leamington & Elston,6,41.9779205,-87.75631483333333
Public Rack - Devon Ave & Minnehaha Ave (east),2,41.997395873,-87.762900114
Public Rack - Ottowa Ave & Touhy Ave,1,42.01149,-87.81818716666666
Public Rack - Pulaski & 84th,2,41.74,-87.72
Public Rack - N. Oakview and W. Gregory St,3,41.98,-87.84
Public Rack - Normandy Ave & Raven St,1,41.99,-87.79
Public Rack - California & 82nd,2,41.74492516666667,-87.69257166666667
Public Rack - Neola & Northwest Hwy,3,41.99,-87.8
Public Rack - Western & 74th,1,41.759473324,-87.682954192
Public Rack - Parnell Ave & 98th St,1,41.72,-87.64
Public Rack - Central & Leland,5,41.97,-87.77
Public Rack - Kedzie & 73rd,1,41.76,-87.7
Public Rack - Lynch & Elston,1,41.981033,-87.76140383333333
Public Rack - Oak Park & Higgins,1,41.98,-87.8
Public Rack - Ozman & Talcott,3,41.99303733333333,-87.821631
Public Rack - Ada St & 119th St,1,41.67754166666667,-87.65481633333333
Public Rack - Ashland Ave & 45th St  S,1,41.811297655,-87.665183187
Public Rack - Mozart & 79th,2,41.75,-87.69
Public Rack - Cicero & 64th,2,41.78,-87.74
Public Rack - Northwest Hwy & Highland Ave,1,42.0,-87.81
Public Rack - Milwaukee Ave & Sunnyside Ave,1,41.96,-87.76
Public Rack - Kedzie & 71st,1,41.764575481,-87.702966571
Public Rack - State St & 47th st,1,41.8090235,-87.6276545
Public Rack - Roscoe St & Osceola Ave,4,41.94,-87.81
Public Rack - Cicero Ave & Belle Plaine Ave,1,41.96,-87.75
Public Rack - Western Blvd & 53rd St,1,41.79702878,-87.68341291
Public Rack - Halsted St & 63rd St,3,41.77973983333333,-87.64134933333334
Public Rack - Horner & 85th,1,41.74,-87.67
Public Rack - Archer Park,1,41.8,-87.74
Public Rack - Elston Ave & Gunnison St,1,41.97,-87.74
Public Rack - Bryn Mawr Ave & Milwaukee Ave,2,41.983137131,-87.774324656
Public Rack - Cottage Grove Ave & 111th St,1,41.69,-87.61
Public Rack - Avers & Granville,1,41.993750166666665,-87.72489033333333
Public Rack - Parnell Ave & 103rd St,2,41.71,-87.64
Public Rack - Harvard Ave & 103rd St,3,41.71,-87.63
Public Rack - Newcastle Ave & Wellington Ave,1,41.94,-87.8
Public Rack - Burnside Academy,1,41.73,-87.61
Public Rack - Buffalo Ave & 133rd St,4,41.65,-87.54
Public Rack - Ewing Ave & 96th St S,1,41.72,-87.54
Public Rack - Hoyne Ave & 51st St,3,41.8,-87.68
Public Rack - Kedvale Ave & 26th St,4,41.84,-87.73
Public Rack - Menard Ave & Adams Blvd,1,41.88,-87.77
Public Rack - Grand Ave & Lawndale Ave,4,41.9,-87.72
Public Rack - Chappel Ave & 71st St,1,41.77,-87.58
Orville T Bright School,2,41.7,-87.56
Public Rack - Pulaski Rd & Grenshaw St,5,41.87,-87.73
Public Rack - Pulaski Rd &amp; 65th St,1,41.77,-87.72
Public Rack - Mt Greenwood Library N,5,41.69,-87.7
Public Rack - Ozark Ave & Addison St,2,41.95,-87.82
Public Rack - Kedvale Ave & 63rd St,1,41.78,-87.73
Public Rack - Oakley Ave & 50th Pl,1,41.8,-87.68
William Rainey Harper High School,1,41.77,-87.67
Public Rack - Yates Ave & 100th St,1,41.71,-87.56
Public Rack - Homan Ave & 111th St,2,41.69,-87.71
Public Rack - Keef Ave & South Chicago Ave,2,41.77,-87.61
Public Rack - Kedzie Ave & Pershing Rd,2,41.82,-87.7
Public Rack - Springfield Ave & 63rd St,2,41.78,-87.72
Public Rack - Martin Luther King Dr & 44th St,2,41.81,-87.62
Public Rack - Green St & 103rd St,1,41.71,-87.64
Public Rack - Central Ave & Adams St,1,41.88,-87.76
West Chatham Park,1,41.75,-87.63
Public Rack - Ashland Ave & 45th St,8,41.81,-87.66
City Rack - Albany Ave & 103rd St,1,41.71,-87.7
Public Rack - East End Ave & 75th St,1,41.76,-87.58
Public Rack - Ewing Ave & 101st St,1,41.71,-87.54
Public Rack - Loomis Blvd & 83rd St,1,41.74,-87.66
Public Rack - Western Ave & 116th St,1,41.68,-87.68
Public Rack - Independence Blvd & Roosevelt,1,41.87,-87.72
Public Rack - Kedzie & 103rd St - East,2,41.71,-87.7
Public Rack - Oleander Ave & Addison St,1,41.94,-87.82
Public Rack - Ewing Ave & 102nd St,1,41.71,-87.54
Public Rack - N Sayre Ave & W Belden Ave,1,41.92,-87.8
Public Rack - Normal Ave & 72nd St,1,41.76,-87.64
Public Rack - Calumet Ave & Garfield Blvd,1,41.79,-87.62
Public Rack - Waller Ave & Chicago Ave,1,41.89,-87.77
